File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=100_19_RF0.2_R0_S50,50,0,100,0.0,0.2,2,BN,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,452,-1,316,,,,,,,
2,274,-1,-1,,,,,,,
3,170,340,-1,,,,,,,
4,378,-1,-1,,,,,,,
5,113,226,-1,,,,,,,
6,119,-1,-1,,,,,,,
7,304,-1,212,,,,,,,
8,344,-1,-1,,,,,,,
9,88,176,-1,,,,,,,
10,497,-1,-1,,,,,,,
11,368,-1,257,7,,,,,,
12,210,-1,-1,4,,,,,,
13,185,-1,-1,7,,,,,,
14,359,-1,-1,5,,,,,,
15,150,-1,-1,6,,,,,,
16,441,882,308,9,,,,,,
17,410,-1,-1,10,,,,,,
18,272,-1,-1,"14, 15",,,,,,
19,27,-1,-1,16,,,,,,
20,122,-1,85,12,,,,,,
21,172,-1,-1,13,,,,,,
22,95,-1,-1,17,,,,,,
23,219,438,-1,17,,,,,,
24,140,-1,-1,16,,,,,,
25,166,-1,116,"8, 17",,,,,,
26,116,-1,81,16,,,,,,
27,35,-1,24,16,,,,,,
28,502,-1,-1,17,,,,,,
29,150,-1,-1,28,,,,,,
30,204,-1,-1,26,,,,,,
31,548,-1,-1,25,,,,,,
32,219,-1,-1,22,,,,,,
33,250,-1,-1,25,,,,,,
34,130,-1,-1,20,,,,,,
35,290,-1,-1,27,,,,,,
36,259,-1,-1,21,,,,,,
37,85,-1,-1,25,,,,,,
38,289,-1,-1,25,,,,,,
39,107,-1,-1,"1, 11, 18, 19, 29, 30, 31",,,,,,
40,135,-1,-1,"2, 3, 32, 33",,,,,,
41,447,-1,312,35,,,,,,
42,329,-1,-1,35,,,,,,
43,74,148,-1,34,,,,,,
44,37,-1,-1,35,,,,,,
45,267,534,-1,"9, 38",,,,,,
46,104,-1,-1,38,,,,,,
47,260,-1,-1,36,,,,,,
48,281,562,-1,39,,,,,,
49,47,-1,-1,39,,,,,,
50,205,-1,-1,39,,,,,,
51,503,-1,-1,39,,,,,,
52,389,-1,-1,39,,,,,,
53,117,234,-1,40,,,,,,
54,124,248,86,40,,,,,,
55,142,-1,99,40,,,,,,
56,258,-1,-1,40,,,,,,
57,204,-1,-1,40,,,,,,
58,166,332,-1,40,,,,,,
59,125,-1,-1,41,,,,,,
60,466,-1,-1,42,,,,,,
61,183,-1,-1,"59, 60",,,,,,
62,484,-1,338,57,,,,,,
63,95,-1,-1,50,,,,,,
64,402,804,-1,61,,,,,,
65,303,-1,212,61,,,,,,
66,196,-1,-1,"61, 62",,,,,,
67,483,-1,338,63,,,,,,
68,156,-1,-1,63,,,,,,
69,52,-1,-1,62,,,,,,
70,36,-1,-1,62,,,,,,
71,53,-1,37,63,,,,,,
72,443,-1,-1,63,,,,,,
73,122,-1,-1,64,,,,,,
74,39,78,-1,65,,,,,,
75,187,-1,-1,65,,,,,,
76,220,-1,154,69,,,,,,
77,162,324,-1,71,,,,,,
78,255,-1,-1,69,,,,,,
79,32,-1,-1,"66, 68",,,,,,
80,40,80,28,73,,,,,,
81,272,-1,-1,74,,,,,,
82,172,-1,-1,75,,,,,,
83,271,-1,189,79,,,,,,
84,495,-1,-1,75,,,,,,
85,20,-1,-1,76,,,,,,
86,129,-1,-1,78,,,,,,
87,366,-1,-1,77,,,,,,
88,194,388,-1,81,,,,,,
89,59,118,-1,82,,,,,,
90,217,434,-1,80,,,,,,
91,163,-1,-1,86,,,,,,
92,480,-1,-1,85,,,,,,
93,360,-1,-1,83,,,,,,
94,56,112,-1,84,,,,,,
95,407,-1,284,"88, 89",,,,,,
96,35,-1,-1,90,,,,,,
97,111,-1,-1,91,,,,,,
98,124,248,86,94,,,,,,
99,155,-1,-1,91,,,,,,
100,405,-1,-1,93,,,,,,
